customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,policy_type,vehicle_class,total_claim_amount,clean_complaints
RD62882,Arizona,Female,Bachelor,6846.1503,0.0,95.0,Personal Auto,Two-Door Car,456.0,0
JS42382,Oregon,U,Master,6172.9142,99960.0,76.0,Corporate Auto,Four-Door Car,364.8,0
BT30554,Arizona,Female,Bachelor,10346.324499999999,0.0,98.0,Personal Auto,Four-Door Car,470.4,0
VP57424,Nevada,Female,Bachelor,6997.0086,55873.0,88.0,Personal Auto,Four-Door Car,299.356083,0
VU19243,Arizona,Female,High School or Below,4196.2577,18052.0,111.0,Personal Auto,Four-Door Car,699.1679,0
TA82973,Oregon,Female,High School or Below,7858.1098,28937.0,104.0,Personal Auto,SUV,117.959654,2
GK71720,Oregon,Female,High School or Below,6064.344,0.0,86.0,Personal Auto,Four-Door Car,545.240341,0
OQ61223,California,U,College,17497.522,0.0,73.0,Personal Auto,Two-Door Car,350.4,0
LL62746,Oregon,U,Doctor,8970.6473,12829.0,118.0,Personal Auto,SUV,328.231432,0
JQ56711,Oregon,Female,Master,5923.1172,92163.0,73.0,Personal Auto,Two-Door Car,66.568642,0
AW77988,Oregon,U,High School or Below,35850.5994,17588.0,192.0,Personal Auto,Luxury,1382.4,0
QP84605,Washington,Female,Bachelor,8709.8453,41546.0,111.0,Corporate Auto,Four-Door Car,121.306839,0
MY97912,Arizona,U,College,13309.3352,0.0,127.0,Personal Auto,SUV,609.6,0
IB87349,California,Male,High School or Below,4528.5049,70340.0,113.0,Special Auto,Four-Door Car,542.4,0
AW73065,Oregon,Female,High School or Below,2791.9065,0.0,74.0,Personal Auto,Four-Door Car,532.8,0
BW80872,Washington,Male,High School or Below,4434.4112,34549.0,111.0,Personal Auto,Four-Door Car,125.933005,0
PX70175,Arizona,Male,College,7996.0075,93459.0,99.0,Personal Auto,Four-Door Car,655.41333,0
KF75098,Arizona,Male,Bachelor,5129.7390000000005,86148.0,65.0,Personal Auto,Four-Door Car,312.0,2
IS50283,California,Female,Bachelor,5697.175200000001,27048.0,72.0,Corporate Auto,Four-Door Car,345.6,0
MY64920,Oregon,Female,College,9217.1306,73259.0,115.0,Personal Auto,SUV,673.34265,0
KN34250,Oregon,Female,College,10208.9276,35482.0,129.0,Corporate Auto,SUV,619.2,0
GN46207,Oregon,Female,Master,4170.6873,29462.0,107.0,Personal Auto,SUV,513.6,1
KL57176,Oregon,Female,College,4505.4058,67801.0,115.0,Personal Auto,SUV,23.810491,1
MN94234,California,Male,High School or Below,3107.5686,0.0,94.0,Personal Auto,Two-Door Car,451.2,4
JY90595,Arizona,Male,High School or Below,5528.665,16042.0,73.0,Personal Auto,Two-Door Car,350.4,0
HK26543,California,Male,High School or Below,5045.8667,28056.0,64.0,Personal Auto,Four-Door Car,307.2,1
PN86062,California,Male,High School or Below,2962.7225,16495.0,85.0,Corporate Auto,Four-Door Car,408.0,3
VW27730,California,Female,Master,8665.956400000001,41163.0,108.0,Corporate Auto,SUV,231.922173,0
SH55671,Arizona,Female,College,11413.441200000001,0.0,161.0,Personal Auto,Luxury,772.8,1
MO56878,California,Male,Bachelor,15488.431999999999,33799.0,109.0,Corporate Auto,SUV,664.980242,3
VO38365,Washington,Female,College,8861.1495,90125.0,110.0,Corporate Auto,SUV,128.645946,0
SV35618,Oregon,Female,Bachelor,5934.7415,87747.0,147.0,Personal Auto,SUV,46.492039,1
RX12347,Nevada,Male,College,3543.2321,35695.0,90.0,Personal Auto,Four-Door Car,432.0,0
FR55658,California,Male,Master,3490.0283,90985.0,87.0,Personal Auto,Four-Door Car,78.085149,0
XS12556,California,Female,College,3683.0998999999997,0.0,101.0,Corporate Auto,Luxury,564.466556,0
ZU73588,California,Male,College,5989.7739,66839.0,154.0,Personal Auto,Luxury,739.2,0
WT43034,California,Female,High School or Below,12500.843,0.0,165.0,Personal Auto,SUV,792.0,0
VM13430,Oregon,Female,Bachelor,8609.1582,79090.0,107.0,Corporate Auto,SUV,289.040734,0
TC78849,Oregon,Male,Bachelor,2497.4551,24825.0,64.0,Personal Auto,Two-Door Car,155.938593,0
VC34764,California,Male,College,7019.1772,26806.0,63.0,Personal Auto,Four-Door Car,302.4,0
WO90953,Oregon,Female,College,5387.9263,56835.0,67.0,Personal Auto,Two-Door Car,326.549425,0
IU47468,Oregon,Female,Bachelor,6165.5575,0.0,88.0,Special Auto,Two-Door Car,653.65668,0
KO46064,California,Male,Bachelor,2730.2028999999998,46135.0,69.0,Personal Auto,Four-Door Car,103.935601,0
RB34917,Arizona,Female,Bachelor,5162.1169,0.0,73.0,Personal Auto,Four-Door Car,809.532341,0
BI38192,Oregon,Female,High School or Below,7937.0648,22862.0,67.0,Personal Auto,Two-Door Car,321.6,0
PU18983,Oregon,Female,High School or Below,8608.1572,21450.0,110.0,Personal Auto,Luxury,528.0,2
SW79912,Oregon,Male,Bachelor,2632.5458000000003,95854.0,65.0,Personal Auto,Two-Door Car,312.0,0
ES39217,Oregon,Female,Bachelor,7785.0042,44897.0,99.0,Personal Auto,Four-Door Car,580.72531,1
KP72427,Washington,Male,High School or Below,21639.8386,64455.0,108.0,Personal Auto,SUV,133.735395,0
UA19178,Oregon,Female,Master,4980.825,53265.0,62.0,Personal Auto,Four-Door Car,238.005074,0
PR53785,Arizona,Female,High School or Below,7457.2378,0.0,198.0,Personal Auto,Luxury,1577.674417,1
XF57481,Washington,Male,Master,10640.9393,50450.0,90.0,Personal Auto,Two-Door Car,135.892444,0
CN90378,California,Female,High School or Below,6862.5082999999995,54780.0,88.0,Personal Auto,Four-Door Car,135.26125,3
KI56154,Nevada,Male,High School or Below,9048.9834,0.0,119.0,Personal Auto,Luxury,571.2,0
UI55951,California,Male,Bachelor,5548.031899999999,67798.0,69.0,Personal Auto,Four-Door Car,331.2,0
FF28650,Oregon,Male,Bachelor,8312.6816,21442.0,118.0,Personal Auto,SUV,566.4,0
FS55302,California,Male,Bachelor,2389.981,27615.0,62.0,Personal Auto,Four-Door Car,297.6,1
TN79487,California,Male,Bachelor,4458.1134,17622.0,65.0,Personal Auto,Four-Door Car,312.0,1
HG32616,Nevada,Male,High School or Below,5295.7417000000005,50200.0,135.0,Personal Auto,Luxury,637.063458,0
UK41984,Arizona,Female,Doctor,3839.6061,0.0,112.0,Personal Auto,SUV,537.6,2
LZ52266,California,Female,High School or Below,3731.5046,0.0,96.0,Personal Auto,Four-Door Car,460.8,0
PM27367,California,Female,Master,2778.9037,73570.0,70.0,Special Auto,Two-Door Car,75.936096,1
ZK21724,Oregon,Female,High School or Below,4016.542,0.0,111.0,Personal Auto,SUV,799.2,0
BH35482,Washington,Male,Doctor,4930.9493,70412.0,61.0,Corporate Auto,Two-Door Car,136.291083,0
QE22757,Nevada,Male,Doctor,2491.317,36631.0,62.0,Personal Auto,Four-Door Car,67.530904,0
ON77649,Oregon,Female,College,2908.8759000000005,35895.0,73.0,Personal Auto,Four-Door Car,312.921256,0
RN82884,Arizona,Female,College,4282.948,40864.0,109.0,Personal Auto,SUV,166.937747,1
CQ75652,Oregon,Male,College,8341.6237,0.0,118.0,Personal Auto,Four-Door Car,566.4,0
FF58467,Arizona,Female,Master,5090.7813,93018.0,63.0,Personal Auto,Four-Door Car,135.382194,0
BS83666,Oregon,Male,Bachelor,7366.1883,70014.0,62.0,Corporate Auto,Four-Door Car,17.742954,0
WO29605,Oregon,Female,College,2436.8751,48875.0,61.0,Personal Auto,Two-Door Car,1.838367,0
TL77607,California,Male,Bachelor,8852.6887,67969.0,74.0,Personal Auto,Four-Door Car,197.776009,0
EZ50606,Oregon,Female,High School or Below,23875.4768,0.0,108.0,Corporate Auto,SUV,612.102262,0
OS39723,Oregon,Female,Doctor,5600.4965,68665.0,69.0,Personal Auto,Two-Door Car,331.2,0
FN69743,California,Male,College,4636.5465,26802.0,66.0,Corporate Auto,Two-Door Car,316.8,1
XW96958,Nevada,Male,High School or Below,7573.3451000000005,0.0,110.0,Corporate Auto,Four-Door Car,1193.036154,0
TU92578,California,Male,College,14696.6355,45345.0,125.0,Personal Auto,SUV,600.0,0
TL43709,Washington,Male,Bachelor,8972.140300000001,89689.0,74.0,Personal Auto,Four-Door Car,136.829537,0
YE68736,California,Female,Bachelor,7724.8401,32051.0,193.0,Personal Auto,SUV,926.4,1
OB96537,Oregon,Male,Master,5946.6707,81139.0,74.0,Special Auto,Four-Door Car,392.6364,0
EU68825,Oregon,Female,Master,8000.5451,63834.0,100.0,Personal Auto,Luxury,215.226476,1
CC31456,Arizona,Male,Bachelor,6457.561,37548.0,81.0,Special Auto,Four-Door Car,160.598662,0
DJ77787,Arizona,Female,High School or Below,7281.4401,0.0,69.0,Personal Auto,Four-Door Car,371.803029,3
LN26837,California,Male,High School or Below,2592.4378,72421.0,65.0,Personal Auto,Four-Door Car,312.0,0
YI92916,Nevada,Male,Master,4678.423400000001,83102.0,116.0,Corporate Auto,Four-Door Car,443.670399,0
NW54906,Oregon,Male,College,13869.927099999999,28432.0,118.0,Personal Auto,SUV,612.300581,0
ME77513,Nevada,Female,Master,8717.7778,83707.0,108.0,Corporate Auto,Four-Door Car,290.391526,0
UK76891,California,Female,College,5233.9868,63259.0,65.0,Corporate Auto,Four-Door Car,316.795337,0
SI26888,Nevada,Female,High School or Below,4764.1897,0.0,67.0,Personal Auto,Four-Door Car,405.527937,0
YD74948,Oregon,Female,College,2472.4692,63860.0,62.0,Personal Auto,Four-Door Car,208.598246,0
HB64268,Washington,Male,Bachelor,2813.6926000000003,43836.0,73.0,Personal Auto,Four-Door Car,138.130879,0
BW52697,California,Female,College,5505.057,86132.0,68.0,Personal Auto,Two-Door Car,301.437365,0
NL41409,Oregon,Female,Bachelor,2606.2085,28519.0,66.0,Personal Auto,Two-Door Car,456.473115,0
OD69005,Arizona,Female,High School or Below,10481.943800000001,39102.0,88.0,Personal Auto,Four-Door Car,152.338562,0
ZZ91716,California,Female,Bachelor,3256.7664,0.0,89.0,Personal Auto,Four-Door Car,491.755368,0
UK70255,California,Female,College,30475.780499999997,97298.0,128.0,Personal Auto,Luxury,48.517439,0
QT25383,Nevada,Male,High School or Below,6364.9021999999995,41986.0,84.0,Personal Auto,Two-Door Car,430.375049,2
AW18068,Arizona,Male,High School or Below,9468.5093,0.0,88.0,Personal Auto,Two-Door Car,633.6,0
NS45347,Oregon,Female,College,5631.451899999999,17291.0,73.0,Personal Auto,Four-Door Car,350.4,0
FV19421,California,Male,Bachelor,7780.9993,0.0,74.0,Personal Auto,Four-Door Car,246.489123,0
XW89091,California,Male,College,9816.5283,37256.0,62.0,Personal Auto,Four-Door Car,128.969729,0
YC11951,Oregon,Male,High School or Below,7519.1336,96306.0,95.0,Corporate Auto,Four-Door Car,185.355353,1
UY18770,California,Female,Bachelor,10179.716999999999,14290.0,271.0,Personal Auto,Luxury,1300.8,0
RA49085,California,Female,College,2772.8392,37038.0,71.0,Corporate Auto,Four-Door Car,9.071305,1
BG84194,Oregon,Male,College,4037.5018,90760.0,103.0,Special Auto,SUV,133.475315,2
PT64580,Washington,Male,Master,4191.9661,77048.0,103.0,Personal Auto,SUV,141.199465,0
MR67738,Oregon,Female,High School or Below,2676.8678999999997,54480.0,67.0,Personal Auto,Four-Door Car,321.6,0
DM95829,California,Male,College,2523.9596,16244.0,68.0,Personal Auto,Two-Door Car,623.223617,0
DB75522,California,Female,College,6988.4016,22436.0,89.0,Special Auto,Four-Door Car,427.2,0
LM34525,Washington,Female,College,8742.0578,71592.0,72.0,Personal Auto,Four-Door Car,141.725051,0
WW30771,Arizona,Male,Master,2673.3196000000003,28728.0,67.0,Personal Auto,Four-Door Car,321.6,0
QP65569,Arizona,Male,High School or Below,12157.3299,57449.0,103.0,Personal Auto,Four-Door Car,494.4,0
TN50051,California,Female,Doctor,2957.764,83318.0,73.0,Personal Auto,Two-Door Car,211.336937,0
UO86707,Washington,Male,Bachelor,7173.9094,75217.0,61.0,Personal Auto,Four-Door Car,147.080303,1
JA41698,Nevada,Male,Bachelor,3099.538,0.0,102.0,Corporate Auto,SUV,862.762957,5
NX18774,Oregon,Male,Bachelor,8415.6846,55308.0,107.0,Corporate Auto,SUV,513.6,0
DA69469,Oregon,Female,College,26843.1245,36068.0,97.0,Personal Auto,Two-Door Car,113.367765,0
CN23147,Oregon,Male,Bachelor,13057.1707,48804.0,112.0,Corporate Auto,Four-Door Car,537.6,1
RA68844,Oregon,Male,College,9599.9502,0.0,131.0,Personal Auto,SUV,943.2,0
GH42026,Oregon,Male,Bachelor,8535.1089,55790.0,111.0,Personal Auto,SUV,117.672722,0
BD16530,Arizona,Female,Bachelor,8293.481899999999,70258.0,69.0,Personal Auto,Four-Door Car,225.145949,0
JH91579,Oregon,Female,Bachelor,6846.1503,0.0,95.0,Personal Auto,Two-Door Car,456.0,0
WK23685,Oregon,Female,Bachelor,6636.8598,47274.0,83.0,Corporate Auto,Four-Door Car,182.432565,1
GR62267,Washington,Female,College,5609.0825,44705.0,71.0,Personal Auto,Two-Door Car,148.173152,0
PI78084,Arizona,Male,High School or Below,5077.320900000001,0.0,73.0,Personal Auto,Two-Door Car,525.6,0
GF97874,Washington,Female,Master,5275.6269999999995,70446.0,65.0,Personal Auto,Four-Door Car,155.570802,0
ZH19885,Washington,Female,High School or Below,2514.592,43860.0,65.0,Personal Auto,Four-Door Car,156.124914,0
UK25655,Oregon,Female,Bachelor,3435.2501,64348.0,86.0,Personal Auto,Two-Door Car,212.391975,0
QR45101,Oregon,Male,Bachelor,6624.611800000001,0.0,62.0,Corporate Auto,Two-Door Car,297.6,0
EL93539,California,Male,Master,5757.4423,88997.0,72.0,Special Auto,Four-Door Car,174.041566,0
EE99484,Washington,Female,High School or Below,2514.592,43860.0,65.0,Corporate Auto,Four-Door Car,156.124914,0
DP46882,California,Female,High School or Below,2886.4516,10312.0,78.0,Corporate Auto,Four-Door Car,486.278557,0
WP41146,California,Female,High School or Below,5341.4388,0.0,72.0,Personal Auto,Four-Door Car,345.6,1
TK60799,Arizona,Female,High School or Below,4160.0181,96263.0,103.0,Personal Auto,SUV,1.924709,0
DN29808,California,Female,College,2846.2454,28919.0,72.0,Corporate Auto,Four-Door Car,518.4,0
SS59521,Oregon,Female,College,4770.2566,0.0,68.0,Personal Auto,Two-Door Car,326.4,1
NG66579,Oregon,Male,Bachelor,5059.6162,41869.0,64.0,Personal Auto,Two-Door Car,262.12205,0
TC14209,Arizona,Female,High School or Below,9095.7446,0.0,128.0,Personal Auto,SUV,921.6,0
ED50963,California,Female,High School or Below,2688.864,32808.0,68.0,Personal Auto,Four-Door Car,541.695658,1
GP40701,California,Female,Bachelor,8277.6376,79780.0,68.0,Personal Auto,Four-Door Car,326.4,0
CP98451,Oregon,Female,College,9057.935300000001,91025.0,112.0,Personal Auto,SUV,327.682669,0
NX52648,California,Female,High School or Below,3801.7504,33043.0,95.0,Personal Auto,Two-Door Car,456.0,0
ZC32510,Arizona,Male,High School or Below,9339.3416,69442.0,118.0,Personal Auto,Four-Door Car,1265.570302,3
NG27780,Oregon,Male,College,2520.1232,0.0,70.0,Corporate Auto,Four-Door Car,63.043197,0
HN95240,Arizona,Female,College,4984.0953,0.0,70.0,Corporate Auto,Four-Door Car,336.0,0
EB59129,Oregon,Female,Bachelor,2595.748,47234.0,65.0,Personal Auto,Four-Door Car,15.631363,0
RA70851,Oregon,Male,High School or Below,7437.6933,86863.0,92.0,Personal Auto,Four-Door Car,441.6,0
PM19162,Oregon,Male,Bachelor,14536.7876,25805.0,66.0,Personal Auto,Four-Door Car,375.866091,2
MS59005,Nevada,Male,Bachelor,5913.305899999999,43676.0,76.0,Personal Auto,Four-Door Car,364.8,0
SU71163,Arizona,Male,College,2771.663,59855.0,74.0,Personal Auto,Two-Door Car,355.2,4
BD35676,Arizona,Male,Master,29194.366400000003,35296.0,126.0,Personal Auto,SUV,452.616872,0
NI44621,Oregon,Female,Master,9880.3858,36576.0,125.0,Personal Auto,SUV,113.450122,1
EW33419,California,Female,High School or Below,15114.402399999999,28513.0,100.0,Corporate Auto,SUV,480.0,1
HX44948,Oregon,Male,Bachelor,5759.9108,85448.0,72.0,Special Auto,Four-Door Car,16.03451,0
DL36983,Oregon,Female,High School or Below,8495.164200000001,23791.0,110.0,Personal Auto,Two-Door Car,615.27228,3
XR87264,California,Female,Bachelor,4381.1842,20597.0,112.0,Personal Auto,Four-Door Car,615.256301,0
NN99001,Arizona,Female,College,6997.8274,56940.0,87.0,Personal Auto,Four-Door Car,512.66245,0
XV95530,Oregon,Male,Bachelor,11430.588500000002,93210.0,71.0,Personal Auto,Two-Door Car,74.523935,0
OL97871,Oregon,Female,Bachelor,7482.4861,48992.0,94.0,Personal Auto,Four-Door Car,426.072946,1
HQ23708,Arizona,Female,Master,8596.9166,53736.0,71.0,Personal Auto,Two-Door Car,169.287785,0
WR63188,Arizona,Male,College,7854.9608,25378.0,66.0,Personal Auto,Four-Door Car,419.464143,1
NG82219,Oregon,Female,Bachelor,2582.4085,76731.0,64.0,Personal Auto,Four-Door Car,201.455005,0
KU29408,Washington,Male,Master,9075.768199999999,37722.0,116.0,Corporate Auto,Luxury,158.077504,0
RE46783,California,Female,Bachelor,4118.5886,69379.0,103.0,Personal Auto,Two-Door Car,494.4,0
RU94434,Oregon,Male,High School or Below,12157.3299,57449.0,103.0,Personal Auto,Four-Door Car,494.4,0
GI82355,Arizona,Male,Bachelor,5152.8196,0.0,68.0,Corporate Auto,Four-Door Car,326.4,0
VO26340,Nevada,Male,College,6512.976500000001,0.0,93.0,Personal Auto,Two-Door Car,669.6,0
NV61299,Arizona,Female,Bachelor,27789.692400000004,33806.0,89.0,Corporate Auto,Four-Door Car,395.729716,0
DX31066,Washington,Female,College,2667.27,94041.0,66.0,Personal Auto,Four-Door Car,159.756733,0
CY50337,Oregon,Female,College,10928.4071,74965.0,90.0,Personal Auto,Four-Door Car,58.557552,0
TJ20375,Arizona,Female,High School or Below,7615.3813,34095.0,63.0,Personal Auto,Two-Door Car,302.4,0
EP72155,California,Female,College,2004.3507,0.0,66.0,Personal Auto,Four-Door Car,316.8,4
JJ76159,California,Male,College,2434.6812,96045.0,61.0,Corporate Auto,Four-Door Car,8.582971,0
BG15419,Nevada,Female,Bachelor,14195.3603,86355.0,118.0,Personal Auto,Luxury,285.418473,0
AO74776,California,Female,High School or Below,9427.6849,27824.0,118.0,Personal Auto,SUV,566.4,0
HQ82233,California,Male,High School or Below,11982.420900000001,42995.0,101.0,Personal Auto,SUV,410.508316,0
OL72737,Oregon,Female,High School or Below,3102.7895000000003,21235.0,79.0,Personal Auto,Two-Door Car,244.23135,0
ZQ59828,California,Male,High School or Below,4222.6312,74585.0,106.0,Personal Auto,SUV,218.598065,0
NZ15548,Oregon,Male,Bachelor,4023.8144,41833.0,103.0,Personal Auto,Four-Door Car,643.826716,0
XK61304,California,Female,College,5297.151800000001,23908.0,70.0,Personal Auto,Four-Door Car,336.0,0
EJ44139,Oregon,Male,Bachelor,21423.6372,0.0,65.0,Personal Auto,Two-Door Car,312.0,0
CM94425,Arizona,Male,Bachelor,4416.2062,61953.0,113.0,Personal Auto,SUV,497.047297,0
OV54878,California,Male,Bachelor,4639.0352,0.0,142.0,Corporate Auto,SUV,1022.4,0
JF57282,Nevada,Male,Bachelor,4863.5446,0.0,137.0,Personal Auto,SUV,657.6,0
MY37953,Arizona,Female,Bachelor,25830.9098,73760.0,107.0,Personal Auto,Luxury,230.245772,1
XP64922,Oregon,Female,College,2974.3149,23333.0,74.0,Corporate Auto,Four-Door Car,5.622751,0
WL65572,California,Male,College,2064.4588,0.0,61.0,Personal Auto,Four-Door Car,292.8,0
LN50325,Arizona,Female,High School or Below,10064.6083,20440.0,128.0,Corporate Auto,Luxury,614.4,2
HJ15383,Washington,Male,Master,8032.4019,27658.0,68.0,Personal Auto,Four-Door Car,160.07526,0
KH59823,California,Male,College,5489.2141,50943.0,139.0,Special Auto,SUV,667.2,0
YM79169,California,Male,Bachelor,2612.7567,19003.0,71.0,Personal Auto,Two-Door Car,34.651305,0
DR38127,California,Male,College,8573.4639,46703.0,108.0,Personal Auto,Four-Door Car,678.100487,0
PU42145,California,Male,Bachelor,24127.504,14072.0,71.0,Personal Auto,Four-Door Car,511.2,0
KM33477,Oregon,Male,College,8550.3866,21733.0,73.0,Corporate Auto,Four-Door Car,525.6,0
RI53167,Arizona,Male,Bachelor,2308.6479999999997,20811.0,61.0,Personal Auto,Four-Door Car,292.8,0
OF77789,Arizona,Female,High School or Below,4254.6207,11904.0,61.0,Personal Auto,Two-Door Car,292.8,2
YB33445,Oregon,Female,College,8982.850400000001,43490.0,114.0,Corporate Auto,SUV,174.588413,4
BA17836,California,Male,High School or Below,7868.166,57340.0,67.0,Corporate Auto,Four-Door Car,159.391681,0
JS43228,California,Male,College,7704.2487,49088.0,97.0,Corporate Auto,Four-Door Car,698.4,0
BB11622,Nevada,Male,Master,10552.17,47761.0,131.0,Personal Auto,SUV,232.711071,0
HQ70429,Washington,Female,College,16045.109499999999,0.0,65.0,Personal Auto,Two-Door Car,163.046956,0
WK88044,Arizona,Male,Bachelor,8737.8375,61281.0,110.0,Personal Auto,SUV,79.865605,0
LA80525,Nevada,Male,Bachelor,5454.8907,0.0,82.0,Corporate Auto,Two-Door Car,393.6,1
EH16250,Arizona,Male,Bachelor,7705.283299999999,25290.0,66.0,Personal Auto,Four-Door Car,382.085897,0
PU41872,Arizona,Female,High School or Below,7039.2624,24239.0,88.0,Personal Auto,Four-Door Car,48.348319,0
HB85743,California,Male,Bachelor,8838.0856,82664.0,114.0,Personal Auto,SUV,133.425609,3
MM71959,Arizona,Male,Bachelor,8733.5273,83210.0,110.0,Personal Auto,Luxury,528.0,0
MB83663,Oregon,Female,Bachelor,9597.4748,38736.0,81.0,Personal Auto,Two-Door Car,561.414794,0
KR43119,California,Male,College,4506.6602,0.0,66.0,Personal Auto,Four-Door Car,316.8,0
KH24214,Oregon,Male,College,17857.9723,55437.0,64.0,Personal Auto,Four-Door Car,445.287788,1
AC40767,Washington,Male,Bachelor,2497.8082,68041.0,6464.0,Personal Auto,Two-Door Car,165.570243,0
HP55391,Oregon,Male,Master,5426.1362,0.0,71.0,Corporate Auto,Four-Door Car,407.99684,0
EG62398,California,Female,High School or Below,7998.1438,29066.0,100.0,Personal Auto,SUV,844.229478,0
VS19949,Nevada,Male,Bachelor,2897.6207,54337.0,72.0,Personal Auto,Four-Door Car,345.6,0
AM92343,Oregon,Female,High School or Below,11599.502199999999,67616.0,96.0,Personal Auto,Four-Door Car,340.306584,0
GI68556,California,Female,Bachelor,15147.9306,41082.0,63.0,Personal Auto,Two-Door Car,106.647493,0
JT11876,Washington,Female,High School or Below,5435.7678000000005,0.0,10202.0,Personal Auto,Four-Door Car,626.116259,0
XR64251,Nevada,Female,Master,2725.3564,36650.0,69.0,Personal Auto,Four-Door Car,56.60333,1
MK34957,Oregon,Female,College,13297.7123,50631.0,112.0,Special Auto,SUV,784.65781,4
GP18756,California,Male,College,9927.0497,19592.0,92.0,Personal Auto,Four-Door Car,441.6,0
AP23850,Washington,Female,High School or Below,17771.549,0.0,114.0,Personal Auto,Two-Door Car,547.2,0
KQ65521,Arizona,Female,College,18269.2702,55761.0,115.0,Personal Auto,Luxury,86.27772,0
EJ19449,California,Female,College,2722.2107,17576.0,71.0,Special Auto,Four-Door Car,398.502948,0
QB70027,California,Female,Bachelor,7083.2124,41449.0,89.0,Personal Auto,Four-Door Car,63.516572,0
QW47320,California,Female,Bachelor,10179.716999999999,14290.0,271.0,Personal Auto,Luxury,1300.8,0
KH64733,Nevada,Female,College,5889.5091,62007.0,73.0,Personal Auto,Four-Door Car,120.015609,0
ON59472,Arizona,Male,High School or Below,15771.3934,21921.0,206.0,Corporate Auto,Luxury,1254.137899,0
HP94242,Arizona,Female,Bachelor,5288.1732999999995,42621.0,66.0,Personal Auto,Four-Door Car,316.8,0
RV15398,Oregon,Male,College,27580.554,0.0,87.0,Personal Auto,Four-Door Car,417.6,1
EA25683,Washington,Male,High School or Below,7778.5323,63786.0,196.0,Corporate Auto,Luxury,798.002689,0
PW73754,California,Female,High School or Below,7341.8613000000005,0.0,104.0,Personal Auto,Luxury,82.041684,3
MC71942,California,Female,High School or Below,7919.196999999999,82877.0,99.0,Personal Auto,Two-Door Car,22.819088,1
OX72195,Arizona,Male,College,2163.8702,0.0,63.0,Corporate Auto,Two-Door Car,302.4,0
YQ99152,Nevada,Male,High School or Below,9787.8088,10475.0,88.0,Personal Auto,Two-Door Car,422.4,1
KI19439,Oregon,Female,High School or Below,5207.6408,21952.0,66.0,Personal Auto,Four-Door Car,316.8,0
PM76175,Oregon,Female,Bachelor,21147.2772,49721.0,132.0,Corporate Auto,Luxury,639.971388,0
US45383,California,Male,College,12280.766599999999,88340.0,102.0,Personal Auto,Two-Door Car,489.6,0
GT38956,California,Female,College,2441.3942,0.0,65.0,Personal Auto,Four-Door Car,312.0,0
SN41301,Oregon,Male,Bachelor,6535.560600000001,0.0,65.0,Corporate Auto,Four-Door Car,468.0,0
BE62503,Washington,Female,College,9206.5983,24589.0,82.0,Personal Auto,Two-Door Car,511.497882,0
PA16884,California,Female,Bachelor,4118.5886,69379.0,103.0,Personal Auto,Two-Door Car,494.4,0
NC58480,Nevada,Female,Bachelor,4838.209,73769.0,61.0,Personal Auto,Four-Door Car,239.540223,2
NS39326,California,Female,College,4625.5481,66670.0,114.0,Personal Auto,SUV,518.180364,0
PN18507,Arizona,Male,Bachelor,14042.103000000001,88854.0,118.0,Personal Auto,Two-Door Car,715.252366,0
EK91340,Oregon,Male,Bachelor,7546.6134999999995,31266.0,193.0,Corporate Auto,Luxury,926.4,0
JY16280,California,Female,High School or Below,2514.592,43860.0,65.0,Personal Auto,Four-Door Car,156.124914,0
ZW71731,California,Male,Bachelor,5170.3584,89284.0,133.0,Corporate Auto,SUV,402.070719,2
ZC24631,Oregon,Male,College,13917.377199999999,67267.0,89.0,Corporate Auto,Four-Door Car,94.814032,0
YR34689,California,Female,High School or Below,11318.1308,79270.0,95.0,Personal Auto,Four-Door Car,456.0,3
RT65829,Oregon,Male,Bachelor,4276.3636,36692.0,109.0,Personal Auto,Four-Door Car,523.2,1
BZ12077,Oregon,Female,High School or Below,4322.2403,0.0,119.0,Personal Auto,SUV,571.2,0
WM65373,California,Female,College,8002.3083,0.0,107.0,Corporate Auto,SUV,513.6,0
NH35059,Nevada,Male,College,3885.4564,0.0,105.0,Corporate Auto,Four-Door Car,504.0,0
QD38160,Oregon,Male,College,4471.7782,0.0,135.0,Personal Auto,SUV,972.0,0
BM15160,California,Female,High School or Below,8496.3528,44624.0,71.0,Special Auto,Four-Door Car,73.883044,1
VY79030,Arizona,Female,College,22500.8835,0.0,71.0,Corporate Auto,Four-Door Car,340.8,0
EV19512,Nevada,Female,Master,16301.9676,19614.0,85.0,Personal Auto,Two-Door Car,574.024018,0
TE13577,Oregon,Female,College,2319.7359,0.0,64.0,Personal Auto,Four-Door Car,632.715382,0
WY97929,Arizona,Male,College,8717.0498,83846.0,74.0,Special Auto,Four-Door Car,355.2,3
YG20683,Washington,Male,College,2860.1117,51159.0,72.0,Personal Auto,Four-Door Car,4.238626,0
FK75497,California,Male,College,2453.4083,83772.0,62.0,Personal Auto,Two-Door Car,42.248087,0
NE60110,Arizona,Male,College,5989.7739,66839.0,154.0,Personal Auto,Luxury,739.2,0
TN36521,Arizona,Female,College,24980.225499999997,88440.0,70.0,Personal Auto,Two-Door Car,27.145151,0
HG33568,Arizona,Female,Master,7482.639499999999,25666.0,63.0,Personal Auto,Four-Door Car,270.002766,2
TW17878,Oregon,Female,High School or Below,2457.576,52926.0,61.0,Personal Auto,Four-Door Car,292.8,0
